,Amount.Requested,Amount.Funded.By.Investors,Loan.Length,Loan.Purpose,Modified.Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Modified.Employment.Length,Modified.Interest.Rate,Label
1726,20000,19975,60 months,debt_consolidation,0.0947,CA,MORTGAGE,11250.0,672.0,5,11168,0.0,0.5,0.2391,Higher Interest Rate
1727,3250,3250,36 months,debt_consolidation,0.2144,FL,MORTGAGE,5000.0,677.0,12,20564,0.0,3.0,0.1273,Normal Interest Rate
1728,16000,16000,36 months,credit_card,0.060700000000000004,NJ,RENT,12916.67,792.0,8,26635,1.0,12.0,0.0603,Lower Interest Rate
1729,3800,3800,36 months,small_business,0.08310000000000001,CA,RENT,4333.33,682.0,6,4843,2.0,7.0,0.2198,Higher Interest Rate
1730,33600,32058.53,60 months,debt_consolidation,0.1356,GA,MORTGAGE,20000.0,697.0,12,17285,0.0,2.0,0.203,Higher Interest Rate
1731,18000,18000,60 months,debt_consolidation,0.2925,CA,RENT,3750.0,677.0,18,8165,0.0,6.0,0.20489999999999997,Higher Interest Rate
1732,9000,8996.01,36 months,debt_consolidation,0.2375,CA,RENT,5166.67,677.0,7,15149,1.0,1.0,0.1505,Higher Interest Rate
1733,3000,2950,36 months,small_business,0.0849,CO,RENT,5416.67,747.0,13,10380,1.0,1.0,0.0579,Lower Interest Rate
1734,25000,25000,36 months,debt_consolidation,0.18359999999999999,FL,MORTGAGE,14166.67,707.0,21,96169,0.0,12.0,0.1311,Normal Interest Rate
1735,9250,9250,36 months,debt_consolidation,0.29460000000000003,TX,MORTGAGE,3333.33,687.0,10,5440,0.0,12.0,0.12119999999999999,Normal Interest Rate
1736,12250,12250,36 months,debt_consolidation,0.1721,LA,OWN,2916.67,667.0,7,10523,0.0,7.0,0.1875,Higher Interest Rate
1737,15000,15000,36 months,small_business,0.16149999999999998,OH,MORTGAGE,7083.33,722.0,14,338,2.0,9.0,0.1065,Lower Interest Rate
1738,10750,10750,36 months,debt_consolidation,0.0604,FL,OWN,2750.0,767.0,5,4693,0.0,5.0,0.08900000000000001,Lower Interest Rate
1739,6250,6250,36 months,debt_consolidation,0.2861,CT,RENT,1779.17,722.0,19,7455,1.0,3.0,0.1311,Normal Interest Rate
1741,3000,3000,36 months,debt_consolidation,0.031200000000000002,CA,RENT,2083.33,717.0,3,844,0.0,3.0,0.12689999999999999,Normal Interest Rate
1742,10000,9975,36 months,debt_consolidation,0.1292,CA,RENT,2500.0,727.0,8,14257,0.0,3.0,0.1114,Lower Interest Rate
1743,12200,12200,60 months,credit_card,0.09119999999999999,AK,RENT,6666.67,697.0,9,17282,0.0,12.0,0.2148,Higher Interest Rate
1744,9600,9600,36 months,debt_consolidation,0.2069,MO,MORTGAGE,2750.0,672.0,16,11518,0.0,12.0,0.1433,Normal Interest Rate
1745,5600,4350,36 months,debt_consolidation,0.08199999999999999,CA,RENT,2500.0,662.0,6,18718,2.0,4.0,0.1292,Normal Interest Rate
1746,13475,13475,36 months,credit_card,0.1946,MA,MORTGAGE,2250.0,717.0,3,11674,0.0,0.5,0.12119999999999999,Normal Interest Rate
1747,25000,25000,36 months,debt_consolidation,0.13,CA,RENT,5416.67,687.0,10,22824,0.0,6.0,0.1531,Higher Interest Rate
1748,4350,4350,36 months,house,0.031200000000000002,CA,OWN,2600.0,782.0,5,866,0.0,0.5,0.0599,Lower Interest Rate
1749,7000,7000,36 months,wedding,0.1592,IL,RENT,5000.0,662.0,11,13665,1.0,5.0,0.18489999999999998,Higher Interest Rate
1750,19000,19000,36 months,debt_consolidation,0.09759999999999999,RI,MORTGAGE,5166.67,772.0,18,43617,2.0,12.0,0.079,Lower Interest Rate
1751,25475,25375,60 months,debt_consolidation,0.2198,FL,RENT,5000.67,682.0,17,24081,1.0,0.5,0.19030000000000002,Higher Interest Rate
1752,1400,1400,36 months,other,0.0593,NJ,OWN,4583.33,702.0,3,1029,0.0,1.0,0.12689999999999999,Normal Interest Rate
1753,4000,4000,60 months,car,0.1317,PA,RENT,3500.0,707.0,6,5915,0.0,3.0,0.11710000000000001,Normal Interest Rate
1754,15000,15000,36 months,debt_consolidation,0.1422,FL,MORTGAGE,5416.67,702.0,10,9237,0.0,0.5,0.12119999999999999,Normal Interest Rate
1755,9600,9600,36 months,debt_consolidation,0.23620000000000002,CO,MORTGAGE,4389.92,717.0,10,2195,1.0,8.0,0.1114,Lower Interest Rate
1756,10000,10000,36 months,debt_consolidation,0.1779,CA,RENT,3333.33,677.0,9,10525,0.0,12.0,0.1409,Normal Interest Rate
1757,6000,6000,36 months,debt_consolidation,0.22469999999999998,FL,MORTGAGE,9367.0,687.0,13,33815,0.0,1.0,0.1323,Normal Interest Rate
1758,6000,5975,36 months,small_business,0.2059,NY,OWN,5750.0,707.0,18,21440,0.0,12.0,0.1112,Lower Interest Rate
1759,15000,13885.68,60 months,debt_consolidation,0.0806,HI,RENT,12500.0,672.0,14,8296,0.0,7.0,0.1793,Higher Interest Rate
1760,4000,4000,36 months,other,0.33799999999999997,FL,MORTGAGE,3333.33,702.0,12,12922,0.0,4.0,0.1114,Lower Interest Rate
1761,32000,32000,60 months,debt_consolidation,0.1514,AZ,RENT,7055.0,727.0,8,16174,1.0,6.0,0.1629,Higher Interest Rate
1762,24250,24144.61,36 months,major_purchase,0.0479,CA,RENT,12000.0,757.0,10,2097,1.0,0.5,0.1183,Normal Interest Rate
1763,9000,8882.52,60 months,vacation,0.1387,TX,MORTGAGE,10000.0,752.0,10,4546,0.0,3.0,0.1149,Normal Interest Rate
1764,4200,4200,36 months,debt_consolidation,0.07490000000000001,TX,MORTGAGE,2750.0,687.0,12,4898,1.0,5.0,0.11359999999999999,Normal Interest Rate
1765,9000,8975,36 months,credit_card,0.1436,MI,RENT,2500.0,667.0,10,11540,0.0,0.5,0.1465,Higher Interest Rate
1766,10625,10625,36 months,debt_consolidation,0.2235,OR,MORTGAGE,3333.33,727.0,15,15946,0.0,12.0,0.079,Lower Interest Rate
1767,10000,10000,36 months,debt_consolidation,0.1408,LA,MORTGAGE,5416.67,712.0,8,10560,0.0,3.0,0.09759999999999999,Lower Interest Rate
1768,7050,7050,36 months,debt_consolidation,0.1405,PA,MORTGAGE,5624.0,682.0,6,2530,3.0,4.0,0.1349,Normal Interest Rate
1769,7350,7325,36 months,debt_consolidation,0.20149999999999998,OR,MORTGAGE,4000.0,712.0,17,33178,0.0,4.0,0.1112,Lower Interest Rate
1770,8450,8450,36 months,debt_consolidation,0.1093,PA,RENT,3000.0,732.0,6,7603,1.0,3.0,0.079,Lower Interest Rate
1771,12000,11975,60 months,credit_card,0.2231,CA,RENT,4186.0,687.0,9,9398,0.0,3.0,0.1483,Higher Interest Rate
1772,14575,14575,36 months,debt_consolidation,0.24230000000000002,OR,RENT,3833.33,662.0,13,13753,0.0,12.0,0.1905,Higher Interest Rate
1773,2500,2500,36 months,debt_consolidation,0.156,CA,MORTGAGE,3166.67,692.0,10,3777,2.0,0.5,0.1322,Normal Interest Rate
1775,12000,12000,36 months,medical,0.2257,MT,MORTGAGE,7500.0,762.0,8,5116,0.0,12.0,0.0603,Lower Interest Rate
1776,13600,13575,36 months,debt_consolidation,0.17309999999999998,CA,MORTGAGE,11250.0,752.0,11,77377,1.0,4.0,0.0662,Lower Interest Rate
1777,10500,10500,36 months,debt_consolidation,0.1118,OR,RENT,6666.67,712.0,16,7738,1.0,7.0,0.12119999999999999,Normal Interest Rate
1778,5175,5175,36 months,credit_card,0.2293,NY,RENT,1500.0,662.0,9,8577,1.0,5.0,0.1777,Higher Interest Rate
1779,28200,28150,60 months,home_improvement,0.1035,CA,MORTGAGE,5900.0,782.0,13,20670,0.0,12.0,0.1016,Lower Interest Rate
1780,2500,2500,36 months,other,0.2249,MO,RENT,2583.33,717.0,7,5883,3.0,2.0,0.08900000000000001,Lower Interest Rate
1781,14400,14400,36 months,debt_consolidation,0.1348,KY,MORTGAGE,10408.0,712.0,9,34354,1.0,5.0,0.1199,Normal Interest Rate
1782,5000,4900,36 months,other,0.09179999999999999,NY,RENT,5520.0,752.0,10,7351,0.0,7.0,0.0579,Lower Interest Rate
1783,13750,13750,36 months,credit_card,0.2477,CA,RENT,3000.0,692.0,12,16734,1.0,1.0,0.1409,Normal Interest Rate
1784,9000,8875,36 months,debt_consolidation,0.1451,MA,MORTGAGE,5708.33,727.0,9,12217,0.0,7.0,0.0788,Lower Interest Rate
1785,20000,13975,36 months,home_improvement,0.028900000000000002,AL,MORTGAGE,5050.0,742.0,6,6863,4.0,12.0,0.1189,Normal Interest Rate
1786,5000,5000,36 months,credit_card,0.2147,CA,RENT,3000.0,717.0,4,12841,0.0,3.0,0.08900000000000001,Lower Interest Rate
1787,20000,19975,60 months,debt_consolidation,0.312,NY,RENT,4166.67,722.0,9,8810,0.0,6.0,0.1399,Normal Interest Rate
1788,16000,16000,36 months,debt_consolidation,0.0564,CA,RENT,7415.83,667.0,10,21686,3.0,12.0,0.17989999999999998,Higher Interest Rate
1789,10050,9900,36 months,small_business,0.2072,TX,RENT,2500.0,752.0,11,13669,0.0,9.0,0.0603,Lower Interest Rate
1792,5000,5000,36 months,major_purchase,0.0292,NY,RENT,3033.0,772.0,7,3663,0.0,8.0,0.0603,Lower Interest Rate
1793,10000,10000,36 months,credit_card,0.053,CA,RENT,6250.0,697.0,5,9620,1.0,2.0,0.1311,Normal Interest Rate
1794,9600,9600,36 months,debt_consolidation,0.0345,DC,RENT,11250.0,727.0,13,4606,0.0,0.5,0.0762,Lower Interest Rate
1795,5500,5500,36 months,vacation,0.2018,CA,RENT,5416.67,672.0,13,13079,3.0,9.0,0.158,Higher Interest Rate
1796,24000,24000,36 months,debt_consolidation,0.2905,VT,MORTGAGE,5577.26,692.0,10,13393,1.0,2.0,0.1629,Higher Interest Rate
1797,12000,11650,60 months,car,0.2076,FL,MORTGAGE,5683.0,732.0,15,21583,2.0,3.0,0.1323,Normal Interest Rate
1798,16950,16950,60 months,debt_consolidation,0.2662,OK,MORTGAGE,3583.33,712.0,7,12588,3.0,12.0,0.1727,Higher Interest Rate
1799,12000,12000,36 months,other,0.1989,CA,RENT,5129.0,662.0,8,8923,0.0,5.0,0.17989999999999998,Higher Interest Rate
1800,4800,4800,36 months,other,0.2263,MA,RENT,1750.0,712.0,6,11234,0.0,5.0,0.1075,Lower Interest Rate
1801,15000,15000,36 months,debt_consolidation,0.1278,MA,RENT,9000.0,692.0,19,11016,0.0,0.5,0.1311,Normal Interest Rate
1802,12000,12000,36 months,debt_consolidation,0.133,CA,RENT,7166.67,737.0,16,13715,1.0,4.0,0.0751,Lower Interest Rate
1803,15000,15000,36 months,credit_card,0.0552,WA,MORTGAGE,5416.67,702.0,9,13775,1.0,12.0,0.1465,Higher Interest Rate
1804,20000,19925,60 months,small_business,0.15410000000000001,MO,MORTGAGE,6250.0,682.0,5,3105,1.0,12.0,0.1864,Higher Interest Rate
1805,8500,8500,36 months,debt_consolidation,0.0756,CO,RENT,3333.33,672.0,5,8844,0.0,0.5,0.1531,Higher Interest Rate
1806,2800,2800,36 months,debt_consolidation,0.0,MD,MORTGAGE,3458.0,682.0,3,0,2.0,12.0,0.1417,Normal Interest Rate
1807,9600,9600,36 months,credit_card,0.022099999999999998,CA,RENT,5833.33,677.0,7,5879,1.0,7.0,0.1465,Higher Interest Rate
1808,12000,12000,36 months,debt_consolidation,0.2732,GA,MORTGAGE,13333.33,667.0,18,62069,0.0,5.0,0.1875,Higher Interest Rate
1809,4800,4800,60 months,other,0.2238,CO,RENT,3333.0,697.0,7,4147,2.0,3.0,0.1465,Higher Interest Rate
1810,9600,9600,36 months,debt_consolidation,0.0862,MA,RENT,3458.33,722.0,4,8915,0.0,12.0,0.1074,Lower Interest Rate
1812,18000,18000,60 months,debt_consolidation,0.17370000000000002,AL,RENT,10583.33,697.0,13,55691,0.0,5.0,0.1972,Higher Interest Rate
1813,15000,14975,36 months,small_business,0.0344,AK,RENT,6666.67,707.0,3,2698,0.0,0.5,0.1349,Normal Interest Rate
1814,10000,10000,36 months,debt_consolidation,0.1905,WA,MORTGAGE,5208.33,742.0,8,28302,0.0,12.0,0.0662,Lower Interest Rate
1815,22000,22000,60 months,debt_consolidation,0.2132,KY,MORTGAGE,5416.67,702.0,9,10267,1.0,12.0,0.158,Higher Interest Rate
1816,12000,12000,36 months,debt_consolidation,0.1462,CT,OWN,4166.67,667.0,3,6309,0.0,6.0,0.19219999999999998,Higher Interest Rate
1817,14475,14475,36 months,credit_card,0.2369,NJ,RENT,4166.67,682.0,12,13294,1.0,3.0,0.1527,Higher Interest Rate
1818,5000,3150,36 months,car,0.2257,MN,MORTGAGE,6000.0,662.0,17,29877,2.0,12.0,0.1393,Normal Interest Rate
1819,1000,1000,36 months,educational,0.1069,NY,OWN,4583.33,757.0,22,17069,1.0,0.5,0.0859,Lower Interest Rate
1820,18000,17925,60 months,debt_consolidation,0.21359999999999998,CA,RENT,6867.92,692.0,13,19446,0.0,12.0,0.19219999999999998,Higher Interest Rate
1821,20000,20000,36 months,credit_card,0.0958,SD,MORTGAGE,5416.67,727.0,12,18267,1.0,4.0,0.11710000000000001,Normal Interest Rate
1822,3800,3800,36 months,credit_card,0.0318,NY,RENT,3583.33,742.0,9,3766,0.0,4.0,0.0699,Lower Interest Rate
1823,35000,34975,36 months,small_business,0.0159,IL,RENT,18333.33,777.0,10,1992,0.0,1.0,0.079,Lower Interest Rate
1824,23000,22950,36 months,credit_card,0.1602,CA,RENT,7083.33,697.0,8,9664,2.0,4.0,0.15810000000000002,Higher Interest Rate
1825,7000,7000,36 months,medical,0.2096,TX,OWN,2300.0,767.0,4,0,0.0,12.0,0.079,Lower Interest Rate
1826,25000,24675,60 months,home_improvement,0.1912,TX,MORTGAGE,6000.0,667.0,17,12757,2.0,12.0,0.2077,Higher Interest Rate
1827,25000,24950,60 months,debt_consolidation,0.185,NJ,RENT,8000.0,677.0,9,19548,0.0,3.0,0.2053,Higher Interest Rate
1828,19800,19775,36 months,credit_card,0.2009,MO,MORTGAGE,6666.67,732.0,8,31220,0.0,0.5,0.1323,Normal Interest Rate
1829,19425,19400,60 months,debt_consolidation,0.1845,CA,MORTGAGE,3225.23,747.0,10,6782,1.0,2.0,0.1242,Normal Interest Rate
1830,16000,15900,60 months,debt_consolidation,0.0521,NY,MORTGAGE,17500.0,702.0,7,12643,1.0,5.0,0.1558,Higher Interest Rate
1831,4500,4500,36 months,debt_consolidation,0.1432,AZ,RENT,1250.0,677.0,8,6265,0.0,5.0,0.12119999999999999,Normal Interest Rate
1833,7000,1998,36 months,credit_card,0.0636,AZ,MORTGAGE,7583.33,752.0,9,21135,0.0,12.0,0.08,Lower Interest Rate
1834,7000,7000,36 months,debt_consolidation,0.0738,CA,RENT,3333.33,702.0,7,12168,0.0,0.5,0.1065,Lower Interest Rate
1835,3000,3000,36 months,debt_consolidation,0.242,IL,MORTGAGE,5000.0,667.0,6,5527,1.0,5.0,0.1459,Normal Interest Rate
1836,7500,7500,60 months,debt_consolidation,0.23629999999999998,NY,RENT,1820.0,722.0,13,4409,2.0,2.0,0.11109999999999999,Lower Interest Rate
1837,16000,16000,60 months,major_purchase,0.1574,NY,RENT,11250.0,677.0,10,15550,0.0,2.0,0.1531,Higher Interest Rate
1838,2800,2800,36 months,major_purchase,0.12,NY,RENT,2083.33,697.0,7,7261,0.0,0.5,0.1016,Lower Interest Rate
1839,14700,1973.77,36 months,debt_consolidation,0.2194,CT,RENT,3100.0,702.0,14,14694,2.0,8.0,0.1229,Normal Interest Rate
1840,15000,6200,36 months,home_improvement,0.1378,MO,MORTGAGE,8750.0,707.0,8,21702,3.0,1.0,0.1253,Normal Interest Rate
1841,20700,20700,60 months,debt_consolidation,0.3295,CA,RENT,6250.0,722.0,20,22277,1.0,7.0,0.1629,Higher Interest Rate
1842,2200,2200,36 months,home_improvement,0.0102,NY,MORTGAGE,7167.92,727.0,4,2639,0.0,3.0,0.11710000000000001,Normal Interest Rate
1843,1750,1750,36 months,debt_consolidation,0.2335,VA,MORTGAGE,2000.0,737.0,13,13826,5.0,12.0,0.0788,Lower Interest Rate
1844,7200,7200,36 months,debt_consolidation,0.2482,TX,RENT,5416.67,707.0,8,12017,0.0,7.0,0.079,Lower Interest Rate
1845,10000,10000,36 months,debt_consolidation,0.0823,NY,OWN,5833.33,702.0,15,11620,0.0,0.5,0.1099,Lower Interest Rate
1846,28000,27950,60 months,debt_consolidation,0.045599999999999995,VA,MORTGAGE,10813.17,687.0,8,9397,3.0,12.0,0.1942,Higher Interest Rate
1847,5000,5000,60 months,major_purchase,0.1485,TX,RENT,4167.0,727.0,10,3489,3.0,2.0,0.1199,Normal Interest Rate
1848,17475,17475,36 months,credit_card,0.1776,NJ,RENT,3333.33,732.0,15,17261,1.0,2.0,0.09910000000000001,Lower Interest Rate
1849,16000,16000,36 months,debt_consolidation,0.0947,CA,RENT,5416.67,692.0,9,15518,0.0,12.0,0.1459,Normal Interest Rate
1850,15475,15450,36 months,debt_consolidation,0.2698,SC,MORTGAGE,3750.0,687.0,14,19670,0.0,12.0,0.1409,Normal Interest Rate
1851,21850,21850,60 months,debt_consolidation,0.32130000000000003,GA,MORTGAGE,4628.0,717.0,17,32103,1.0,12.0,0.1629,Higher Interest Rate
1853,5600,5600,36 months,major_purchase,0.2021,CA,RENT,3166.67,732.0,12,32987,0.0,6.0,0.0791,Lower Interest Rate
1854,6000,6000,36 months,credit_card,0.1588,CA,OWN,5166.67,712.0,13,8862,3.0,7.0,0.1016,Lower Interest Rate
1855,10800,10800,36 months,debt_consolidation,0.0789,CA,RENT,9583.33,677.0,6,6487,1.0,0.5,0.1465,Higher Interest Rate
1856,5500,5500,36 months,credit_card,0.1794,MA,RENT,3583.33,697.0,8,5668,3.0,1.0,0.1189,Normal Interest Rate
1857,20000,20000,60 months,debt_consolidation,0.2133,MO,OWN,4167.0,747.0,8,11372,3.0,9.0,0.1399,Normal Interest Rate
1858,8000,8000,36 months,car,0.0286,CT,MORTGAGE,5666.67,732.0,7,5964,0.0,12.0,0.07490000000000001,Lower Interest Rate
1860,3600,3600,36 months,major_purchase,0.0141,CA,MORTGAGE,5666.67,737.0,6,2907,0.0,12.0,0.0774,Lower Interest Rate
1861,24000,23975,60 months,debt_consolidation,0.2369,OK,MORTGAGE,6500.0,687.0,17,36555,3.0,6.0,0.21,Higher Interest Rate
1862,12000,12000,60 months,debt_consolidation,0.1173,GA,RENT,3000.0,662.0,10,10828,0.0,4.0,0.1991,Higher Interest Rate
1863,11050,10878.55,36 months,debt_consolidation,0.1547,CA,RENT,5250.0,677.0,12,27780,1.0,0.5,0.1474,Higher Interest Rate
1864,20000,20000,36 months,debt_consolidation,0.1032,AR,MORTGAGE,10400.0,737.0,14,15626,0.0,2.0,0.079,Lower Interest Rate
1865,5775,5775,36 months,debt_consolidation,0.0408,SC,RENT,5000.0,672.0,8,10088,2.0,12.0,0.1531,Higher Interest Rate
1866,10375,10375,36 months,debt_consolidation,0.2764,MD,MORTGAGE,4500.0,747.0,7,0,0.0,5.0,0.079,Lower Interest Rate
1867,3500,3500,36 months,debt_consolidation,0.20929999999999999,CA,RENT,4333.33,727.0,9,11538,0.0,6.0,0.0762,Lower Interest Rate
1868,2500,2500,36 months,major_purchase,0.1008,CA,RENT,4333.33,722.0,4,4922,0.0,3.0,0.1114,Lower Interest Rate
1870,29000,29000,36 months,debt_consolidation,0.157,MA,RENT,7666.67,697.0,11,23319,0.0,2.0,0.1777,Higher Interest Rate
1871,6900,6900,36 months,credit_card,0.1778,AR,OWN,4166.67,687.0,9,9720,1.0,12.0,0.1409,Normal Interest Rate
1872,7450,7450,36 months,debt_consolidation,0.033,WA,MORTGAGE,5883.33,712.0,2,6416,1.0,12.0,0.1306,Normal Interest Rate
1873,24250,23811.24,36 months,home_improvement,0.127,NY,OWN,18750.0,727.0,10,121563,1.0,12.0,0.1253,Normal Interest Rate
1874,8000,8000,36 months,other,0.0528,AZ,MORTGAGE,5833.33,727.0,11,12484,1.0,12.0,0.1727,Higher Interest Rate
1875,20000,20000,36 months,debt_consolidation,0.2747,TX,MORTGAGE,7750.0,662.0,15,26976,0.0,2.0,0.21489999999999998,Higher Interest Rate
1876,14400,14400,36 months,debt_consolidation,0.2052,CA,RENT,3333.33,702.0,9,14073,1.0,3.0,0.1311,Normal Interest Rate
1877,19750,19725,60 months,debt_consolidation,0.1485,KS,RENT,4000.0,672.0,4,1948,1.0,3.0,0.2077,Higher Interest Rate
1878,15500,15500,36 months,debt_consolidation,0.276,VA,OWN,3333.33,677.0,10,8692,0.0,4.0,0.1777,Higher Interest Rate
1880,19000,18975,36 months,credit_card,0.135,CA,RENT,2964.67,707.0,9,11219,0.0,12.0,0.13720000000000002,Normal Interest Rate
1881,5000,5000,36 months,major_purchase,0.1012,GA,RENT,9288.33,707.0,17,798,1.0,3.0,0.11710000000000001,Normal Interest Rate
1882,5000,4900,36 months,other,0.14400000000000002,OH,RENT,5166.67,752.0,8,15489,1.0,12.0,0.0774,Lower Interest Rate
1883,12000,12000,60 months,major_purchase,0.0974,TX,RENT,5000.0,682.0,9,6852,1.0,3.0,0.1632,Higher Interest Rate
1884,2800,2800,36 months,credit_card,0.1716,MA,RENT,3583.33,722.0,12,5182,0.0,2.0,0.079,Lower Interest Rate
1885,31000,31000,60 months,debt_consolidation,0.1148,NY,RENT,5833.33,707.0,12,27120,0.0,0.5,0.21,Higher Interest Rate
1886,24000,24000,60 months,debt_consolidation,0.2507,OK,MORTGAGE,11666.67,662.0,21,9733,3.0,12.0,0.23629999999999998,Higher Interest Rate
1887,12000,12000,36 months,wedding,0.040999999999999995,WA,RENT,12500.0,707.0,9,22889,0.0,9.0,0.09910000000000001,Lower Interest Rate
1888,17500,17500,60 months,home_improvement,0.0178,NY,RENT,4166.67,687.0,7,3377,3.0,12.0,0.21,Higher Interest Rate
1889,8000,8000,36 months,debt_consolidation,0.0975,TX,RENT,5250.0,667.0,14,6035,1.0,5.0,0.1629,Higher Interest Rate
1890,4600,4600,36 months,debt_consolidation,0.09140000000000001,MO,MORTGAGE,6500.0,702.0,9,12942,0.0,7.0,0.0766,Lower Interest Rate
1891,7200,7200,60 months,debt_consolidation,0.1678,CA,RENT,2944.0,717.0,11,5459,0.0,6.0,0.1149,Normal Interest Rate
1892,12000,12000,36 months,debt_consolidation,0.2048,NV,MORTGAGE,7666.67,687.0,10,5832,0.0,2.0,0.12119999999999999,Normal Interest Rate
1893,30000,30000,60 months,debt_consolidation,0.212,GA,MORTGAGE,6666.67,722.0,14,32854,2.0,12.0,0.1629,Higher Interest Rate
1894,1200,1200,36 months,debt_consolidation,0.27140000000000003,MI,RENT,2166.67,667.0,9,9076,1.0,3.0,0.158,Higher Interest Rate
1895,20000,20000,36 months,credit_card,0.2161,DC,MORTGAGE,8161.33,722.0,14,27904,1.0,8.0,0.0662,Lower Interest Rate
1896,10000,10000,36 months,debt_consolidation,0.1788,CA,RENT,2500.0,702.0,6,11120,0.0,3.0,0.1074,Lower Interest Rate
1897,15000,15000,60 months,debt_consolidation,0.158,NY,MORTGAGE,4500.0,732.0,17,18592,2.0,1.0,0.12689999999999999,Normal Interest Rate
1898,18000,18000,60 months,credit_card,0.17170000000000002,OH,MORTGAGE,5562.92,662.0,13,14866,3.0,7.0,0.22469999999999998,Higher Interest Rate
1899,16000,16000,60 months,credit_card,0.21280000000000002,NC,RENT,3416.67,682.0,8,26060,1.0,12.0,0.19219999999999998,Higher Interest Rate
1900,20000,20000,36 months,debt_consolidation,0.0394,IL,MORTGAGE,7238.92,722.0,6,11751,3.0,12.0,0.1311,Normal Interest Rate
1901,6000,6000,36 months,other,0.075,FL,MORTGAGE,2625.0,717.0,4,5167,0.0,12.0,0.0999,Lower Interest Rate
1902,9600,9600,36 months,debt_consolidation,0.1469,VA,MORTGAGE,5166.67,662.0,8,13041,1.0,12.0,0.1839,Higher Interest Rate
1903,10050,10050,36 months,debt_consolidation,0.0797,NV,OTHER,7266.67,677.0,8,24281,0.0,2.0,0.1433,Normal Interest Rate
1904,4000,4000,60 months,small_business,0.09029999999999999,VA,RENT,3700.0,682.0,19,2177,2.0,2.0,0.19219999999999998,Higher Interest Rate
1905,12800,12800,36 months,credit_card,0.10099999999999999,NC,MORTGAGE,5000.0,692.0,9,33085,0.0,12.0,0.12119999999999999,Normal Interest Rate
1906,7000,7000,36 months,major_purchase,0.0803,NM,MORTGAGE,10000.0,752.0,9,6761,1.0,6.0,0.0662,Lower Interest Rate
1908,10000,10000,36 months,debt_consolidation,0.2891,FL,MORTGAGE,3500.0,662.0,11,9059,1.0,7.0,0.1727,Higher Interest Rate
1909,12000,12000,60 months,debt_consolidation,0.0694,OR,MORTGAGE,5445.0,672.0,8,4904,0.0,9.0,0.17489999999999997,Higher Interest Rate
1910,25800,25800,36 months,credit_card,0.18989999999999999,VT,RENT,4833.33,717.0,7,31427,0.0,4.0,0.1311,Normal Interest Rate
1911,6000,5975,36 months,small_business,0.1886,PA,RENT,2100.0,717.0,9,4847,0.0,3.0,0.079,Lower Interest Rate
1912,18225,18225,36 months,debt_consolidation,0.2087,MN,MORTGAGE,4850.0,702.0,7,37592,0.0,3.0,0.12119999999999999,Normal Interest Rate
1913,21000,21000,60 months,debt_consolidation,0.2173,CO,RENT,16416.67,702.0,21,62549,1.0,1.0,0.18489999999999998,Higher Interest Rate
1914,20000,20000,60 months,debt_consolidation,0.0683,WA,OWN,4000.0,702.0,6,5845,0.0,12.0,0.1689,Higher Interest Rate
1915,18000,18000,36 months,debt_consolidation,0.1929,IL,RENT,3333.33,667.0,15,26573,0.0,12.0,0.12119999999999999,Normal Interest Rate
1916,12000,12000,36 months,credit_card,0.10859999999999999,WA,RENT,12500.0,732.0,12,15445,0.0,3.0,0.0662,Lower Interest Rate
1917,4500,4500,36 months,debt_consolidation,0.1474,WV,MORTGAGE,2666.67,792.0,7,2705,0.0,7.0,0.0676,Lower Interest Rate
1919,20000,19850,36 months,debt_consolidation,0.0907,GA,RENT,5458.33,707.0,7,15389,0.0,2.0,0.1322,Normal Interest Rate
1920,7000,711.54,36 months,major_purchase,0.1891,CO,MORTGAGE,3833.0,652.0,13,12634,0.0,2.0,0.15130000000000002,Higher Interest Rate
1921,10000,9950,36 months,debt_consolidation,0.1373,CO,RENT,3125.0,787.0,5,417,2.0,1.0,0.0894,Lower Interest Rate
1922,3000,3000,36 months,other,0.1555,DE,RENT,2000.0,707.0,5,1750,1.0,2.0,0.1074,Lower Interest Rate
1923,10000,9975,36 months,home_improvement,0.2792,CA,MORTGAGE,2500.0,782.0,5,1230,2.0,1.0,0.0699,Lower Interest Rate
1924,35000,35000,36 months,debt_consolidation,0.11800000000000001,MA,MORTGAGE,13333.33,692.0,12,21393,1.0,12.0,0.17579999999999998,Higher Interest Rate
1925,5000,5000,36 months,wedding,0.1729,PA,MORTGAGE,3250.0,667.0,18,4656,0.0,3.0,0.1298,Normal Interest Rate
1926,21000,21000,36 months,other,0.0808,CA,RENT,7916.67,707.0,6,6524,1.0,1.0,0.1367,Normal Interest Rate
1927,18000,18000,36 months,home_improvement,0.12789999999999999,NV,MORTGAGE,10500.0,732.0,15,4856,2.0,0.5,0.08900000000000001,Lower Interest Rate
1928,20000,20000,60 months,debt_consolidation,0.0163,CA,RENT,12500.0,667.0,5,5407,0.0,5.0,0.2278,Higher Interest Rate
1929,4200,4200,36 months,debt_consolidation,0.0675,IL,OWN,10416.67,737.0,15,10819,1.0,2.0,0.0762,Lower Interest Rate
1930,14075,14075,36 months,debt_consolidation,0.257,VA,OWN,4000.0,682.0,13,11907,2.0,5.0,0.1531,Higher Interest Rate
